CheeseId,ManufacturerProvCode,ManufacturingTypeEn,MoisturePercent,FlavourEn,CharacteristicsEn,Organic,CategoryTypeEn,MilkTypeEn,MilkTreatmentTypeEn,RindTypeEn,CheeseName,FatLevel,Community,Weather station,Location,Elevation,January(Avg. high °C (°F)),January(Avg. low °C (°F)),July(Avg. high °C (°F)),July(Avg. low °C (°F)),Annual(Avg. high °C (°F)),Annual(Avg. low °C (°F)),ProvinceCode
1662,QC,Farmstead,48.0,"Plain, with peppers and rosemary",Cooked,0,Semi-soft Cheese,Goat,Raw Milk,No Rind,Chèvre d'Or,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1662,QC,Farmstead,48.0,"Plain, with peppers and rosemary",Cooked,0,Semi-soft Cheese,Goat,Raw Milk,No Rind,Chèvre d'Or,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1662,QC,Farmstead,48.0,"Plain, with peppers and rosemary",Cooked,0,Semi-soft Cheese,Goat,Raw Milk,No Rind,Chèvre d'Or,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1663,QC,Farmstead,35.0,Sharp,"Unpressed, uncooked",0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Bouton de Culotte (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1663,QC,Farmstead,35.0,Sharp,"Unpressed, uncooked",0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Bouton de Culotte (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1663,QC,Farmstead,35.0,Sharp,"Unpressed, uncooked",0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Bouton de Culotte (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1666,QC,Farmstead,12.0,Not Specified,Pressed and cooked,0,Hard Cheese,Goat,Pasteurized,No Rind,Parmesan Chèvrerie Dion,higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1666,QC,Farmstead,12.0,Not Specified,Pressed and cooked,0,Hard Cheese,Goat,Pasteurized,No Rind,Parmesan Chèvrerie Dion,higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1666,QC,Farmstead,12.0,Not Specified,Pressed and cooked,0,Hard Cheese,Goat,Pasteurized,No Rind,Parmesan Chèvrerie Dion,higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1667,QC,Farmstead,74.0,"Varieties available: plain, garlic, chives, pepper, herb.",Not specified,0,Fresh Cheese,Goat,Pasteurized,No Rind,Délice,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1667,QC,Farmstead,74.0,"Varieties available: plain, garlic, chives, pepper, herb.",Not specified,0,Fresh Cheese,Goat,Pasteurized,No Rind,Délice,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1667,QC,Farmstead,74.0,"Varieties available: plain, garlic, chives, pepper, herb.",Not specified,0,Fresh Cheese,Goat,Pasteurized,No Rind,Délice,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1669,QC,Farmstead,59.0,Salty,Not specified,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,P'tit féta,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1669,QC,Farmstead,59.0,Salty,Not specified,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,P'tit féta,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1669,QC,Farmstead,59.0,Salty,Not specified,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,P'tit féta,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1670,QC,Farmstead,46.0,"Available; mild, medium and strong",Cheddar type,0,Firm Cheese,Goat,Pasteurized,No Rind,Montbeil (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1670,QC,Farmstead,46.0,"Available; mild, medium and strong",Cheddar type,0,Firm Cheese,Goat,Pasteurized,No Rind,Montbeil (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1670,QC,Farmstead,46.0,"Available; mild, medium and strong",Cheddar type,0,Firm Cheese,Goat,Pasteurized,No Rind,Montbeil (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1671,QC,Farmstead,70.0,Mild,White and creamy,0,Fresh Cheese,Goat,Pasteurized,No Rind,Roulé (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1671,QC,Farmstead,70.0,Mild,White and creamy,0,Fresh Cheese,Goat,Pasteurized,No Rind,Roulé (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1671,QC,Farmstead,70.0,Mild,White and creamy,0,Fresh Cheese,Goat,Pasteurized,No Rind,Roulé (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1672,QC,Farmstead,35.0,"Mild and lactic (varieties available: herb, nut, spiced, pepper",Hint of cream,0,Soft Cheese,Goat,Pasteurized,No Rind,Montefino assaisonné,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1672,QC,Farmstead,35.0,"Mild and lactic (varieties available: herb, nut, spiced, pepper",Hint of cream,0,Soft Cheese,Goat,Pasteurized,No Rind,Montefino assaisonné,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1672,QC,Farmstead,35.0,"Mild and lactic (varieties available: herb, nut, spiced, pepper",Hint of cream,0,Soft Cheese,Goat,Pasteurized,No Rind,Montefino assaisonné,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1673,QC,Farmstead,65.0,Mild,Creamy,0,Soft Cheese,Goat,Pasteurized,No Rind,Montefino frais,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1673,QC,Farmstead,65.0,Mild,Creamy,0,Soft Cheese,Goat,Pasteurized,No Rind,Montefino frais,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1673,QC,Farmstead,65.0,Mild,Creamy,0,Soft Cheese,Goat,Pasteurized,No Rind,Montefino frais,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1674,QC,Farmstead,35.0,Sharp,Not specified,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Montefino affinée,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1674,QC,Farmstead,35.0,Sharp,Not specified,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Montefino affinée,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1674,QC,Farmstead,35.0,Sharp,Not specified,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Montefino affinée,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1675,QC,Farmstead,65.0,Not Specified,Lightly pressed,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Feta Diodati,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1675,QC,Farmstead,65.0,Not Specified,Lightly pressed,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Feta Diodati,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1675,QC,Farmstead,65.0,Not Specified,Lightly pressed,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Feta Diodati,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1676,QC,Artisan,44.0,Mild,"Moist, bloomy rind",0,Soft Cheese,Cow,Raw Milk,Bloomy Rind,Caprice des Saisons,higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1676,QC,Artisan,44.0,Mild,"Moist, bloomy rind",0,Soft Cheese,Cow,Raw Milk,Bloomy Rind,Caprice des Saisons,higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1676,QC,Artisan,44.0,Mild,"Moist, bloomy rind",0,Soft Cheese,Cow,Raw Milk,Bloomy Rind,Caprice des Saisons,higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1677,QC,Artisan,44.0,Mild,"Smooth, washed rind",0,Soft Cheese,Cow,Raw Milk,Washed Rind,Caprice des Cantons,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1677,QC,Artisan,44.0,Mild,"Smooth, washed rind",0,Soft Cheese,Cow,Raw Milk,Washed Rind,Caprice des Cantons,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1677,QC,Artisan,44.0,Mild,"Smooth, washed rind",0,Soft Cheese,Cow,Raw Milk,Washed Rind,Caprice des Cantons,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1699,QC,Industrial,39.0,"Available fine herbs, hot pepper or seasoned peppers","Seasoned or plain curds or block, daily fresh. Slight bitter almond and milk aroma",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar Charlevoix,higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1699,QC,Industrial,39.0,"Available fine herbs, hot pepper or seasoned peppers","Seasoned or plain curds or block, daily fresh. Slight bitter almond and milk aroma",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar Charlevoix,higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1699,QC,Industrial,39.0,"Available fine herbs, hot pepper or seasoned peppers","Seasoned or plain curds or block, daily fresh. Slight bitter almond and milk aroma",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar Charlevoix,higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1700,QC,Industrial,39.0,"Hazelnut flavour that intensifies with age.  Available; mild, medium, strong and extra strong","Aged cheddar, smooth and crumbly texture, cream-colored",0,Firm Cheese,Cow,Raw Milk,No Rind,Vieux Charlevoix,higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1700,QC,Industrial,39.0,"Hazelnut flavour that intensifies with age.  Available; mild, medium, strong and extra strong","Aged cheddar, smooth and crumbly texture, cream-colored",0,Firm Cheese,Cow,Raw Milk,No Rind,Vieux Charlevoix,higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1700,QC,Industrial,39.0,"Hazelnut flavour that intensifies with age.  Available; mild, medium, strong and extra strong","Aged cheddar, smooth and crumbly texture, cream-colored",0,Firm Cheese,Cow,Raw Milk,No Rind,Vieux Charlevoix,higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1704,QC,Industrial,35.0,Taste evolving without bitterness,"Pressed and cooked, interior-ripened, dark yellow color, hard and crumbly texture, melts in mouth",0,Firm Cheese,Cow,Raw Milk,Not Specified,Hercule de Charlevoix (L'),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1704,QC,Industrial,35.0,Taste evolving without bitterness,"Pressed and cooked, interior-ripened, dark yellow color, hard and crumbly texture, melts in mouth",0,Firm Cheese,Cow,Raw Milk,Not Specified,Hercule de Charlevoix (L'),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1704,QC,Industrial,35.0,Taste evolving without bitterness,"Pressed and cooked, interior-ripened, dark yellow color, hard and crumbly texture, melts in mouth",0,Firm Cheese,Cow,Raw Milk,Not Specified,Hercule de Charlevoix (L'),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1705,QC,Industrial,42.0,Hazelnut,Not specified,0,Firm Cheese,Cow,Thermised,Washed Rind,1608 (Le),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1705,QC,Industrial,42.0,Hazelnut,Not specified,0,Firm Cheese,Cow,Thermised,Washed Rind,1608 (Le),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1705,QC,Industrial,42.0,Hazelnut,Not specified,0,Firm Cheese,Cow,Thermised,Washed Rind,1608 (Le),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1706,QC,Industrial,54.0,"Mild, fruity and hazelnut, without a harsh aftertaste","Creamy, rich and velvety texture",0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Fleurmier de Charlevoix (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1706,QC,Industrial,54.0,"Mild, fruity and hazelnut, without a harsh aftertaste","Creamy, rich and velvety texture",0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Fleurmier de Charlevoix (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1706,QC,Industrial,54.0,"Mild, fruity and hazelnut, without a harsh aftertaste","Creamy, rich and velvety texture",0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Fleurmier de Charlevoix (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1707,QC,Artisan,50.0,Almond taste,Not specified,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Noble (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1707,QC,Artisan,50.0,Almond taste,Not specified,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Noble (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1707,QC,Artisan,50.0,Almond taste,Not specified,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Noble (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1708,QC,Artisan,50.0,Mushroom and butter aroma.,"Creamy texture, soil aroma",0,Semi-soft Cheese,Cow,Raw Milk,Bloomy Rind,Prés de la Bayonne (Les),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1708,QC,Artisan,50.0,Mushroom and butter aroma.,"Creamy texture, soil aroma",0,Semi-soft Cheese,Cow,Raw Milk,Bloomy Rind,Prés de la Bayonne (Les),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1708,QC,Artisan,50.0,Mushroom and butter aroma.,"Creamy texture, soil aroma",0,Semi-soft Cheese,Cow,Raw Milk,Bloomy Rind,Prés de la Bayonne (Les),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1709,QC,Artisan,50.0,Strong taste with a long finish without bitterness.,"Pressed, fresh milk and fruity aroma",0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Pré-Cieux (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1709,QC,Artisan,50.0,Strong taste with a long finish without bitterness.,"Pressed, fresh milk and fruity aroma",0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Pré-Cieux (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
